Year,Country Name Normalized,Axe1,Axe2,Total greenhouse gas emissions
2018,mongolia,0.012363990641001608,-0.030573781240145117,0.09851795522598526
2013,morocco,0.011238148306233575,0.025565162811654052,-0.03078201157141024
2014,morocco,0.011048760455686459,0.020480206162508976,-0.03069224652134091
2015,morocco,0.011029619638344283,0.021340540003327513,-0.030444712174415977
2016,morocco,0.01090527452959022,0.020380344705909874,-0.03059624886579386
2017,morocco,0.010672298156133011,0.022103486268187082,-0.030031975700989772
2018,morocco,0.01057946197230825,0.018269669305401557,-0.029846858649542674
2019,morocco,0.010398385899773394,0.021918625080641616,-0.028613754334747908
2013,myanmar,0.012938116137030756,0.05493760832242247,-0.033714814336316096
2014,myanmar,0.012815779360665455,0.055823117566936406,-0.03308647751709568
2015,myanmar,0.012741543620046472,0.05420178623271796,-0.032688789544002006
2016,myanmar,0.012534665368807252,0.05404807745726243,-0.0320651140945755
2017,myanmar,0.012509207129630717,0.05605445324084036,-0.030002949980637135
2018,myanmar,0.012476418000813432,0.05494534548631546,-0.033376271509886056
2019,myanmar,0.012457607919093632,0.05556833845253508,-0.033472241878249084
2013,namibia,0.01198076805181714,-0.06182199846622685,-0.015144771330914734
2014,namibia,0.011808609452298523,-0.07090447868629707,-0.013809662966839432
2015,namibia,0.011996843197818562,-0.05502047294294029,-0.014359969791911453
2016,namibia,0.011825209611137295,-0.0689914516297118,-0.01257811207602316
2017,namibia,0.011919288844021507,-0.05728386228975018,-0.014870037323465587
2018,namibia,0.011965531314083117,-0.05226087427739091,-0.016299949878217715
2019,namibia,0.01192147876137737,-0.07008848606339721,-0.016886234342809222
2013,nigeria,0.00920795561899979,-0.06026139256442051,-0.03481188650165684
2014,nigeria,0.009075946720612554,-0.051568772632177226,-0.034798978813824585
2015,nigeria,0.00913942980724692,-0.06579618570182917,-0.035407159149586136
2016,nigeria,0.009828845424895637,-0.04689322978242257,-0.03590598762300728
2017,nigeria,0.009824914864582358,-0.05503633110810633,-0.036039641371380673
2018,nigeria,0.009051433580153851,-0.06994336198708674,-0.03597346485382596
2019,nigeria,0.00928848546302605,-0.06160412474193028,-0.03580149569027813
2020,nigeria,0.009927546878683552,-0.06842833530404308,-0.03698860894583119
2013,oman,0.01048458255473662,-0.05705280898230024,0.1339960120227495
2014,oman,0.010410595767528832,-0.055746022270360636,0.13466439704685332
2015,oman,0.009958708526362808,-0.05903270681115124,0.1361257637904816
2016,oman,0.009839805654773959,-0.05096213356896234,0.13299850968163235
2017,oman,0.009521386626882813,-0.05196222930079228,0.12757757876352357
2018,oman,0.009161724584596605,-0.05359064683140335,0.13062119570130645
2019,oman,0.009048673863443366,-0.05041553582388174,0.13263743177104476
2020,oman,0.011383179311504312,-0.059037009041581254,0.12852178258274785
2013,pakistan,0.009703615212148943,-0.01804137630115653,-0.03599151364730528
2014,pakistan,0.009663980502827237,-0.034880692305260974,-0.03564108251370041
2015,pakistan,0.009464927832536907,-0.030782295575447566,-0.03548519188986969
2016,pakistan,0.009232856167982544,-0.031759218213139304,-0.03466073323585117
2017,pakistan,0.009380574776042589,-0.030770671718221915,-0.034090830076777365
2018,pakistan,0.009525516852109884,-0.01820275077045873,-0.03445917724990101
2019,pakistan,0.009593430221313735,-0.02572091577947457,-0.03459003142060623
2020,pakistan,0.010646920527892177,-0.025114385106688772,-0.03374354240644747
2013,panama,0.00991349305352368,-0.021978136062860847,-0.019300914493508348
2014,panama,0.009791760880787098,-0.02660341656786442,-0.01920028307656767
2015,panama,0.009686009013027309,-0.026184146463252265,-0.020093451297271137
2016,panama,0.009506620264216758,-0.026449065960943867,-0.020288337863034172
2017,panama,0.009916154293527471,-0.025064446456820454,-0.021624324813500285
2018,panama,0.009912548656758252,-0.0165921190776639,-0.022189566555896798
2019,panama,0.009726021384002385,-0.027632405023251934,-0.017277668657570577
2020,panama,0.01158726751838525,-0.028163276359130907,-0.02345895725912277
2013,paraguay,0.013377594699055714,0.05362981104483055,-0.0036605856363947907
2014,paraguay,0.013368129851022552,0.052858360224130964,-0.0015681105781688016
2015,paraguay,0.013415607501353595,0.053390552963282975,-0.0025681512042923
2016,paraguay,0.013382538870744776,0.051522114797708844,-0.0028491504730605455
2017,paraguay,0.013375798740479242,0.05218128116973316,-0.0021382189822412375
2018,paraguay,0.013293234038940161,0.05192325757613537,-0.003279298149235853
2019,paraguay,0.013339598384636357,0.052509847843388906,-0.0034793512405426235
2020,paraguay,0.013484612446580382,0.053700065457072975,-0.0037935163086527312
2013,peru,0.009582701461128815,0.035079923601288115,-0.029877168751070687
2014,peru,0.009631060330581372,0.03680617465345937,-0.02940259579402656
2015,peru,0.00936704810003462,0.037967842103569495,-0.029166509356057465
2016,peru,0.00919541808530805,0.03336219875316434,-0.028851145995747368
2017,peru,0.008936088364397776,0.03340638241483463,-0.029602203084896313
2018,peru,0.008668151160882221,0.03602082661521809,-0.029939028348076803
2019,peru,0.008619512700204885,0.032662616874018606,-0.029447724086856114
2020,peru,0.011530550031007744,0.03515524556707752,-0.03210525328128108
2013,philippines,0.005723410255194294,-0.051666260218810316,-0.037197357404851604
2014,philippines,0.003911859726089881,-0.04973715924851693,-0.03687892287290936
2015,philippines,0.003441980093973643,-0.040870000489029445,-0.03641766656579043
2016,philippines,0.00264195415114324,-0.04843700462733407,-0.03579966408023542
2017,philippines,0.0027474594956331663,-0.056947535160985725,-0.03477919729252791
2018,philippines,0.002185218198242593,-0.04322904755452009,-0.03456201369724219
2019,philippines,0.0011100800389106384,-0.056270365122365044,-0.03424226132600958
2020,philippines,0.00817560331865772,-0.05774238954958094,-0.03510412357032314
2013,poland,0.0099695314712071,0.020578260017341293,0.02551662207008306
2014,poland,0.009856348635279672,0.018618659432417084,0.022738907066477087
2015,poland,0.010204645043878809,0.026064558190610616,0.02315434371120725
2016,poland,0.009773260917961398,0.018815332280786613,0.025333097630881637
2017,poland,0.009139391546274689,0.025092751780559672,0.027907865017543936
2018,poland,0.008362679575297488,0.01916491559615243,0.027759076657470988
2019,poland,0.008007911318342237,0.020841248491910488,0.024327641190236563
2020,poland,0.0101542265107786,0.0236061552449617,0.021233776158177623
2013,portugal,0.009130986453754665,0.045320815128889705,-0.007051467342543125
2014,portugal,0.008931905141661157,0.044406924322977825,-0.006985232409510369
2015,portugal,0.008938129528427449,0.04452162160988004,-0.003833229790550576
2016,portugal,0.008826241132460487,0.045367271721064854,-0.004298714407898892
2017,portugal,0.008097590422332162,0.04398860699033611,-0.0004977101667107397
2018,portugal,0.007648794940005315,0.04561305277481212,-0.0030775511893237784
2019,portugal,0.007017867969839148,0.04737303233612765,-0.006007148415454389
2020,portugal,0.01062733566921414,0.04608707870694502,-0.00995384521630071
2013,romania,0.011332234514773295,-0.01657774220205686,-0.009582140409445926
2014,romania,0.011164669873760724,-0.026445089490511012,-0.009222434328302885
2015,romania,0.01114337723960896,-0.02539553489254959,-0.00863215831926661
2016,romania,0.01121084489929104,-0.012040375017421561,-0.008421751816911068
2017,romania,0.010920384075937085,-0.016226332750692306,-0.006908739202033148
2018,romania,0.010714196860721807,-0.01735615270274487,-0.0061559788795775535
2019,romania,0.010582757104055717,-0.01904558358168476,-0.0066046380124156175
2020,romania,0.011369965158817942,-0.022869770171291173,-0.008743640022693117
2013,saudi arabia,0.0024750254321164425,0.0494458872287129,0.12508541553665703
2014,saudi arabia,0.0017797024741153023,0.049827067987597444,0.13160380729378257
2015,saudi arabia,0.0029539009498219552,0.050343908513702955,0.1300329048020214
2016,saudi arabia,0.002356019950425649,0.051592760815936334,0.12447564389936713
2017,saudi arabia,0.0016394383851480198,0.05031552869019429,0.12325246107423656
2018,saudi arabia,0.0007361508885855493,0.05030074027638063,0.12395774315963518
2019,saudi arabia,-0.001492826938290069,0.0515127012112545,0.12518492150484872
2020,saudi arabia,0.006512177332529286,0.05192187469420872,0.11570741999116456
2013,senegal,0.012028175375907505,-0.04963994709582317,-0.03876970380868446
2014,senegal,0.011955133787683953,-0.056812577185600704,-0.0387412854758089
2015,senegal,0.012142439361398397,-0.044781492015080256,-0.03830723212168024
2016,senegal,0.01207617740295975,-0.052747794064261465,-0.03790425923814252
2017,senegal,0.012104162013006023,-0.0489107102993353,-0.038239110823263124
2018,senegal,0.01205564161143644,-0.04780270946353808,-0.038154696219634576
2019,senegal,0.012072253971707745,-0.04177172361022073,-0.03821565656386707
2020,senegal,0.012149230816426932,-0.04455305265535621,-0.03823675762286876
2019,singapore,-0.007981081131974403,-0.00328329563243501,0.037169208445203085
2020,singapore,0.004553688039174075,0.0034765851197134014,0.0355475855974209
2013,south africa,0.00493604333339116,-0.02580820140791606,0.02784037733107455
2014,south africa,0.0049673830182401495,-0.0220315767289407,0.02828532910855021
2015,south africa,0.004968564458038773,-0.02672964284651807,0.023526788459173314
2016,south africa,0.00501294402140085,-0.032690799893345356,0.022841448135511533
2017,south africa,0.004645667442662587,-0.026402467730845265,0.023854158857828343
2018,south africa,0.004287544238552404,-0.03343396669196083,0.0229617473749014
2019,south africa,0.004471329903104953,-0.023454421551706895,0.02234464362506685
2020,south africa,0.009251432626011304,-0.029330412340818332,0.013999661957671227
2013,spain,-0.004480946435104739,0.06137965655837483,0.0021766710162736593
2014,spain,-0.005233513693002214,0.061781317841860264,0.0020168094315158314
2015,spain,-0.0060786221339616696,0.06257930186031053,0.004007416029415004
2016,spain,-0.007601625890042687,0.06231700930423038,0.002643546956714844
2017,spain,-0.008820179160360035,0.06204609585870065,0.004606070932290667
2018,spain,-0.010745760470248117,0.06188558698166752,0.0033005167234567145
2019,spain,-0.01191030438409074,0.06295779538218753,0.00012857830688083302
2020,spain,0.002313981970810912,0.06121227924859216,-0.006030095727578889
2013,sri lanka,0.010527454434878947,-0.04321422951240704,-0.038199464086136226
2014,sri lanka,0.010362756586920641,-0.04926780744654623,-0.038056027104052585
2015,sri lanka,0.010540723864833193,-0.03085038346251279,-0.03660332454415391
2016,sri lanka,0.01036426244026687,-0.03518616141348045,-0.03588688418802918
2017,sri lanka,0.010153886367652222,-0.0489928976247945,-0.03697699364310114
2018,sri lanka,0.010093675184714039,-0.045675426619945746,-0.0368575241841293
2013,sudan,0.01175291515707152,-0.06397029186585716,-0.026272796698880822
2014,sudan,0.011767603308259562,-0.06459198364647688,-0.026540762079697442
2015,sudan,0.01201538836200958,-0.043976765636015866,-0.026624952158246007
2016,sudan,0.012085624960250174,-0.0423224294400296,-0.026645530986166135
2017,sudan,0.012030231072884385,-0.04238766464655138,-0.02748173319864298
2018,sudan,0.0121104712440759,-0.04098131838782417,-0.027510323567706864
2019,sudan,0.011905297134420066,-0.06395651336143085,-0.028162635868162842
2013,sweden,0.0005728139924056175,0.008549058763293826,-0.006090039696518729
2014,sweden,4.9455915462427605e-05,0.011764710927514594,-0.007571871901806572
2015,sweden,0.00031681766980443826,0.0010222086522616873,-0.007981569988706737
2016,sweden,0.0003835610865213644,0.002413482859781646,-0.008641752752619365
2017,sweden,0.0008642112968208673,0.00787441513807899,-0.009732363403926905
2018,sweden,0.0005106105035153017,0.002015706507879194,-0.012120408600879156
2019,sweden,0.0008450392116181991,0.007911088406048903,-0.012719834260230484
2020,sweden,0.00824773843183503,0.007427406041175857,-0.013889583677601026
2013,switzerland,0.0018338814526775015,-0.06809954406625998,-0.002493305091232995
2014,switzerland,0.0017544816521243996,-0.05682683926162628,-0.0062392126639694775
2015,switzerland,0.0019551857844218794,-0.06749445024390104,-0.007284530047180771
2016,switzerland,0.001910991852678709,-0.06592469897252701,-0.007326454509006208
2017,switzerland,0.0019084316584597008,-0.05672963405628058,-0.00849280549783664
2018,switzerland,0.001183785001064906,-0.05308236598120976,-0.009877246305026623
2019,switzerland,0.0013286397452938745,-0.06146315167647651,-0.010321201310486361
2020,switzerland,0.00656700437514643,-0.05550996895551003,-0.012602823223260933
2013,tajikistan,0.0121245349999846,-0.04948448910946797,-0.03838319031960907
2014,tajikistan,0.01184039612475242,-0.06652261294058785,-0.037426268536367976
2015,tajikistan,0.01182083568357837,-0.06895537860301257,-0.03710343091851518
2016,tajikistan,0.011839049745961684,-0.06900796016741029,-0.03659026194642566
2017,tajikistan,0.012183088954758267,-0.04598912511375734,-0.03555146138609836
2018,tajikistan,0.012187528522448489,-0.04648281513638841,-0.034837075167056045
2019,tajikistan,0.012203116445697692,-0.04518851184950232,-0.03446938060779733
2013,tanzania,0.013109258957725002,0.05865520135819177,-0.04007389706131093
2014,tanzania,0.013075498746129791,0.05854420141026871,-0.040128899152040855
2015,tanzania,0.012985018158942327,0.05745852687238274,-0.039902575883640094
2016,tanzania,0.01305424765286825,0.05832211320129728,-0.039930082195315325
2017,tanzania,0.012897404243310876,0.058701482768124986,-0.04020157656940356
2018,tanzania,0.012523951771050364,0.05832885540726615,-0.04029666157424872
2019,tanzania,0.012573512788891978,0.05807062467317629,-0.04003266900157646
2020,tanzania,0.013048735156291541,0.0589965763865305,-0.03994438436190869
2013,thailand,-0.0027852750967654687,-0.04071457607584929,-0.005087173889668238
2014,thailand,-0.003244004403686394,-0.040496146176915604,-0.006449057116224705
2015,thailand,-0.004269759307649775,-0.04130441151013266,-0.006468118330355174
2016,thailand,-0.005186061872528707,-0.030863383414227615,-0.006430414113697183
2017,thailand,-0.0070127104878896975,-0.031996468638898205,-0.0063161555023479934
2018,thailand,-0.008333903034780911,-0.02493567593646861,-0.006707607120403194
2019,thailand,-0.007891171307472212,-0.027469877117948724,-0.006220324029530885
2020,thailand,0.0038883476828562346,-0.04347044580617539,-0.006576143682614627
2013,tunisia,0.012614676414298674,0.06434485036122027,-0.024129273625447617
2014,tunisia,0.012559596685638708,0.06463096467417177,-0.023195142977607608
2015,tunisia,0.012865634077431227,0.0644544296528234,-0.023226097034594214
2016,tunisia,0.01287257482958596,0.06423069421633362,-0.024012896209811382
2017,tunisia,0.012803821909046864,0.06445178400757663,-0.024150431158905725
2018,tunisia,0.012707037969159281,0.06447327830275043,-0.024405951555017548
2019,tunisia,0.012723698979860972,0.06426992940354773,-0.024631739764263905
2020,tunisia,0.013322327132744206,0.06435028206502423,-0.025774272360095194
2015,turkmenistan,0.013166492681699461,0.042283240287350844,0.0652540689319335
2016,turkmenistan,0.013081738278997666,0.042337917316755194,0.061295029180971024
2017,turkmenistan,0.012954496939206249,0.040896216227514846,0.0582168733598674
2018,turkmenistan,0.012929573157973051,0.04282247639192761,0.054857015073034386
2019,turkmenistan,0.01296950091085546,0.04146958022628914,0.05333285555157194
2013,uganda,0.011949185773155806,-0.05924690879959568,-0.04176496845206802
2014,uganda,0.01180089986460987,-0.07116863616048813,-0.04165890477827931
2015,uganda,0.011950392766731897,-0.0630849833005213,-0.04151732123849271
2016,uganda,0.012009726118648137,-0.05901119179597897,-0.0414389882108074
2018,uganda,0.012087927637603262,-0.05036048699995077,-0.04157196043999726
2013,ukraine,0.011335564636987172,0.013665605992068178,0.014835578197824781
2014,ukraine,0.011582286612693624,0.008529764997611879,0.007013274864246969
2015,ukraine,0.011684538117974813,0.00885234005637522,-0.001378725674822311
2016,ukraine,0.01141402420742477,0.004839237627994609,-7.018655035415012e-05
2017,ukraine,0.011200375540048468,0.011353488963504797,-0.003932135752353785
2018,ukraine,0.010911624923252728,0.009779387949917244,-0.001616061600119911
2019,ukraine,0.010981996416226944,0.011559211821494213,-0.002668425823791512
2020,ukraine,0.012030367422093286,0.006194170519443665,-0.003858715966586684
2013,united states,-0.2824619906994562,-0.005444581362760842,0.0946803235594359
2014,united states,-0.28793242995710594,-0.0010939391271145107,0.09449555199635386
2015,united states,-0.294451880946641,-0.00901687870977755,0.09078970929754937
2016,united states,-0.3027852238204473,0.00299971998039901,0.0870718008138893
2017,united states,-0.3136520098717845,0.0016650025144000237,0.0850159581627375
2018,united states,-0.3261519593067313,0.0015649821885933245,0.08835154105536146
2019,united states,-0.3390739060631927,0.004073483270768055,0.08501569139666791
2020,united states,-0.2310021164499246,-0.0032469371616367193,0.07210432729486317
2013,uzbekistan,0.012763378169791261,0.06173988287352698,-0.005004255680714485
2014,uzbekistan,0.012734538776258698,0.061734130825825066,-0.007619515751845304
2015,uzbekistan,0.01273560903544105,0.06166619163223649,-0.00942683051873173
2016,uzbekistan,0.012770374158063048,0.061877365324642934,-0.00786579822732252
2017,uzbekistan,0.012774600542120181,0.061730475063734774,-0.007423036871228123
2018,uzbekistan,0.012785372961737165,0.06163741295150645,-0.006562084886802974
2019,uzbekistan,0.012657259969792535,0.06212416210251067,-0.006261978807564476
