Year,Country Name Normalized,Axe1,Axe2,Total greenhouse gas emissions
2020,brazil,-0.002575521353350621,-0.006036179584650714,-0.008187815431455773
2013,bulgaria,0.01172370700625066,-0.06049496698014941,0.006518652180373768
2014,bulgaria,0.011609971960604102,-0.06796370735350006,0.00943091668209197
2015,bulgaria,0.011628190352665432,-0.06710576918327231,0.013667699227277234
2016,bulgaria,0.011558983677714314,-0.06863044068834341,0.011611292793753756
2017,bulgaria,0.011646140131513898,-0.05741727902574685,0.014431116894254966
2018,bulgaria,0.011574307309597893,-0.059593040066277365,0.011177100745476645
2019,bulgaria,0.011507584461580693,-0.06594377504948026,0.009949457721516812
2020,bulgaria,0.011850077451373038,-0.05304667113491746,0.005318603599912781
2013,cambodia,0.012770129386009917,0.011041340352562075,-0.033960499520270936
2014,cambodia,0.012726119148156636,0.014848156209711468,-0.03336536710097731
2015,cambodia,0.012697938792358013,0.01254006383356368,-0.03285337649958158
2016,cambodia,0.012722717892506518,0.015155454063083799,-0.031938331256117905
2017,cambodia,0.012625207447390303,0.014611874703349787,-0.031334961149194936
2018,cambodia,0.01260396150211385,0.018140308031183314,-0.031187091791301007
2019,cambodia,0.012521571157690118,0.015040626346404969,-0.029901182150574218
2013,cameroon,0.012021220547134054,-0.053521721352854754,-0.03879993292574534
2018,cameroon,0.012079975078626033,-0.04652215610246501,-0.038965923977069626
2019,cameroon,0.012164436129684644,-0.0449448667651978,-0.03906373906538953
2020,cameroon,0.01220076422888606,-0.045607599223114914,-0.03913947049265689
2013,canada,-0.01562631777777191,0.0166375807861553,0.10218986183089415
2014,canada,-0.016550458665866383,0.013370839939407832,0.1030869096723237
2015,canada,-0.01658334942611887,0.015524620908090318,0.10102999712155544
2016,canada,-0.017885107425889914,0.009664015616306282,0.09828869608959899
2017,canada,-0.020636035512278435,0.01307118979630899,0.10040184042939777
2018,canada,-0.019200815131613064,0.01817329037516697,0.10281628114251043
2019,canada,-0.02074361884818977,0.01570676838343433,0.09943685247242756
2020,canada,-0.004648284910553797,0.0152974356001324,0.08358880332268397
2013,chile,0.007444166085442492,0.054229743887474854,-0.0018560421128551983
2014,chile,0.007440598507762534,0.056201757660939204,-0.005445851166999831
2015,chile,0.007674962286044307,0.05464684873417243,-0.0038274365373641064
2016,chile,0.007395486917576824,0.05450881020766128,-0.002368493922842532
2017,chile,0.007386641288331846,0.05498293573184758,-0.002292261387733863
2018,chile,0.007030397476410031,0.05530459717290728,-0.0024709624191737605
2019,chile,0.00703283886958435,0.056326535878773676,-0.0009013407791335132
2020,chile,0.0088745841550135,0.05538560014822899,-0.004069925810264507
2013,china,-0.11229268277846619,0.030328191779150627,0.018953899233327173
2014,china,-0.12472370378839504,0.027619276117307193,0.01931644745014476
2015,china,-0.13729706778619566,0.031085772301397935,0.01800545166225933
2016,china,-0.14957314789331252,0.026265985703706803,0.017551142921781834
2017,china,-0.16701627490265974,0.02749056950404916,0.018453729844678718
2018,china,-0.18473825026992674,0.03477265405723409,0.021146901934297573
2019,china,-0.19740281904047915,0.037012369525951626,0.022513370815053238
2020,china,-0.1466453252045334,0.03235962221229513,0.023463462056606845
2013,colombia,0.004555424473256991,-0.0028333730724437096,-0.021284619857903656
2014,colombia,0.0039662554156778594,0.004269992645109404,-0.021565170629093505
2015,colombia,0.0037599786150886764,0.003763495957359685,-0.02154094342610793
2016,colombia,0.003819300581199941,-0.00440525670289597,-0.021247410132723094
2017,colombia,0.0036421147823350185,0.0014974846891205248,-0.022209705530456505
2018,colombia,0.003232028012131227,-0.0012011183141169201,-0.02154659042290161
2019,colombia,0.0027327384696204274,0.004031330929626973,-0.02134519076890846
2020,colombia,0.007362463205148113,0.005373998867111868,-0.02204310867275945
2013,costa rica,0.011498690030838914,-0.051246719292402876,-0.028135846474775374
2014,costa rica,0.011657285201440553,-0.03449856113079623,-0.027977571903177078
2015,costa rica,0.011539389909424642,-0.04675145958006397,-0.028448971136581815
2016,costa rica,0.011443021648544162,-0.047903352962350085,-0.027642032335392086
2017,costa rica,0.011426206954693097,-0.045831422741169935,-0.027282305286880235
2018,costa rica,0.0114009697742025,-0.05003393240100709,-0.026749789776806164
2019,costa rica,0.01154056313575356,-0.03307113790686088,-0.027095314347976705
2020,costa rica,0.011890313620464357,-0.0494231788154428,-0.029348777287955104
2014,cote d'ivoire,0.012334520006171275,-0.026173145447234637,-0.042406361365640334
2015,cote d'ivoire,0.01218522011462918,-0.033545325346433265,-0.04231014066454946
2016,cote d'ivoire,0.012215830389538046,-0.027899357202066467,-0.04222068426565071
2017,cote d'ivoire,0.012020985991695135,-0.03676835486544261,-0.042188404085019615
2018,cote d'ivoire,0.012080037456606248,-0.02987555873377877,-0.04253124827068837
2019,cote d'ivoire,0.012054780019447632,-0.03649651784360911,-0.04224123297418381
2013,croatia,0.012712006838792833,0.028969336257050306,-0.007323413573177241
2014,croatia,0.01261925449088698,0.022691694808805948,-0.008168463112098968
2015,croatia,0.012668919491534269,0.02567033985791185,-0.006364324730726059
2016,croatia,0.012584395875108553,0.02208590479316787,-0.004926072777176908
2017,croatia,0.012556233353748135,0.02488912586931556,-0.003087842431322478
2018,croatia,0.01246475489365288,0.021932555023621753,-0.004378376463699537
2019,croatia,0.012472958468682311,0.02564219828100034,-0.0034517918484579225
2020,croatia,0.012887900175743199,0.025773997402697164,-0.00413347624923553
2013,cuba,0.012684005944488364,0.04833281162455583,-0.01889293819926567
2014,cuba,0.012749281287321576,0.0496201152966826,-0.020187126296203534
2015,cuba,0.012630134098934891,0.049098189232776,-0.01896498024157495
2016,cuba,0.012461217917540157,0.04680343323276617,-0.020141308874788957
2017,cuba,0.012435726384806053,0.04960943329623703,-0.0208857472476051
2018,cuba,0.012588715977454966,0.04827845361331863,-0.02060275418888382
2019,cuba,0.012670976760571905,0.04632500311874299,-0.022084663084349608
2015,cyprus,0.012253388868404012,-0.027087271484932375,-0.0008397517842424236
2016,cyprus,0.01209450774823753,-0.03467060936814394,0.0009531312895472113
2017,cyprus,0.01215920262575253,-0.020051371277714728,0.0013903434469443399
2013,dominican republic,0.012906458910335712,0.05689332891259968,-0.025102807534874157
2019,dominican republic,0.012617237332760385,0.05691800057933959,-0.020730417705404458
2013,ecuador,0.011365532735084945,0.002959229395373486,-0.017405632922448757
2014,ecuador,0.011267674246530456,-0.0013042780525126787,-0.01716509052167434
2015,ecuador,0.011395831232723605,0.00389346223624633,-0.018262913761859786
2016,ecuador,0.011397124776462991,-0.002632736044700078,-0.019122194375607127
2017,ecuador,0.011567803276086593,0.008619492172007713,-0.02029794687789943
2018,ecuador,0.011395521022854035,-0.0009346027901555653,-0.02037211676727593
2019,ecuador,0.011571871265495342,0.007467595710913947,-0.020898206469579086
2020,ecuador,0.012317375967559203,0.001002220003945804,-0.023484377466820527
2013,ethiopia,0.009364399753505243,-0.068117674380673,-0.04033477692236022
2014,ethiopia,0.009011358607916523,-0.0657932577927938,-0.04017182114119207
2015,ethiopia,0.008284282920016522,-0.06765525210791243,-0.040132633329685745
2016,ethiopia,0.007806247456594184,-0.0503514177354194,-0.03996715197559682
2017,ethiopia,0.006737943701078531,-0.04680835675093945,-0.04001379716450697
2018,ethiopia,0.0063282505182139705,-0.05026597226417181,-0.03998503552208689
2019,ethiopia,0.005486348681619362,-0.0524045653084785,-0.03955030251018393
2020,ethiopia,0.006132080750509025,-0.04902386687999087,-0.039494477771657426
2013,finland,0.009062958169358464,0.034617552078607054,0.0392791348533863
2014,finland,0.008995502503603764,0.03569129732382628,0.03368449856167935
2015,finland,0.008747817272493092,0.035581399398694646,0.028561701227348493
2016,finland,0.008553364938822606,0.037798960722099685,0.03194579793934681
2017,finland,0.008720025122579956,0.03522450749669411,0.027807217642072172
2018,finland,0.008215560368927767,0.0325247601167874,0.02946214595346512
2019,finland,0.007916126841114143,0.03369548683049988,0.024885280565808177
2020,finland,0.010883792257602172,0.03491108814121136,0.018102596599751074
2013,france,-0.02021832603908941,-0.07198559813823206,0.0031860240602966136
2014,france,-0.019938036037004093,-0.06402187013704017,-0.0007031923233788011
2015,france,-0.018574507598490497,-0.04933693908172902,-0.000426553281273211
2016,france,-0.018776527858158046,-0.05093120672283021,-0.0003878071185339746
2017,france,-0.01971115846693725,-0.050148126331545896,-0.00020516330747680448
2018,france,-0.021231018153521648,-0.060187507955121136,-0.0017758263457671117
2019,france,-0.0215085777673986,-0.05817849739422569,-0.0030165065522385157
2020,france,-0.007615122567416381,-0.07474787557019635,-0.0077248529175388825
2013,gabon,0.013363900055118142,0.04116098300454135,0.025949285761725848
2013,georgia,0.013274736350177313,0.03753023559308742,-0.019947647033222705
2014,georgia,0.013249604252762453,0.03638847256780978,-0.01844205213742976
2015,georgia,0.013228418931012306,0.034964300845994396,-0.01800738296799075
2016,georgia,0.01324712711120623,0.036759132302823405,-0.017219878509230454
2017,georgia,0.0132151020489349,0.03885403959438563,-0.017054669243842267
2018,georgia,0.013130651316813857,0.037700708895432686,-0.01727439691860236
2019,georgia,0.013135368015641432,0.03651536360453617,-0.01582102848818847
2020,georgia,0.013307040918747647,0.03545921370060362,-0.01650240129782634
2013,germany,-0.034213083285932935,-0.025804037000624464,0.0334680347684944
2014,germany,-0.034915083230724786,-0.02354298747445487,0.0296603606026499
2015,germany,-0.033929346396870494,-0.033784585333202555,0.029411371557723987
2016,germany,-0.034500258845434964,-0.039793397386343646,0.028991525314863674
2017,germany,-0.036395837020397566,-0.023273462903180095,0.027309211424195245
2018,germany,-0.03717221675689052,-0.036955058936973074,0.024330639956667264
2019,germany,-0.03651734923279588,-0.03728444246695389,0.019615167075532413
2020,germany,-0.021757635561880213,-0.033731451890084654,0.014509330231671651
2013,ghana,0.011673684401570258,-0.05862642565085797,-0.04137895201689156
2014,ghana,0.011874264621784817,-0.04296938236920829,-0.04152912098774573
2015,ghana,0.011729107600039052,-0.05470635101507303,-0.04140754963967799
2016,ghana,0.011568531451651263,-0.06388860666537653,-0.041461662292493456
2017,ghana,0.011541248752568706,-0.06317707695741584,-0.04088499001973627
2018,ghana,0.011662913363150982,-0.058745903632166904,-0.04045639494548859
2013,greece,0.010443011970938724,0.029160711875551734,0.012692301469812067
2014,greece,0.009880226439485067,0.028366630539532593,0.011248843994353993
2015,greece,0.009943228403669362,0.030784269770143667,0.010522592441095322
2016,greece,0.009660254079431599,0.02698281877938049,0.009845244182189466
2017,greece,0.00947903116015938,0.032017704508361736,0.01019029061948112
2018,greece,0.009037249313280322,0.02785060582487813,0.008617950440759387
2019,greece,0.008874668526419272,0.031342385801629236,0.004872919664964867
2020,greece,0.011166374015352655,0.027482447303138754,-0.0019617451116069784
2013,guatemala,0.01319300948331883,0.03915322261482952,-0.035137347763014866
2014,guatemala,0.013178689769858422,0.039492430221830924,-0.034640186862222325
2015,guatemala,0.013140610596523647,0.038084595270236964,-0.0335398482496844
2016,guatemala,0.01314903365149738,0.040190434750756523,-0.03313650665196202
2017,guatemala,0.013115564980537345,0.039685417263104865,-0.03361292523400484
2018,guatemala,0.013063001421821754,0.03629962398438065,-0.032946960854723005
2019,guatemala,0.01303325889234316,0.03554741396437099,-0.032684897690732705
2020,guatemala,0.013170538901252062,0.03986389001464366,-0.03355280051363533
2013,honduras,0.013000739384767437,0.02949436003421564,-0.03348552058900816
2014,honduras,0.012941585135455073,0.022667671841885506,-0.03346640726128192
2015,honduras,0.012988703181613487,0.027091668668539817,-0.03317743832568438
2016,honduras,0.012972877832358216,0.02576274565194835,-0.033469081266363054
2017,honduras,0.013075266861893422,0.02605404316504143,-0.03463398513769878
2018,honduras,0.013058435279707398,0.029055214755029476,-0.03500000816833402
2019,honduras,0.013056678746074035,0.028438601201653795,-0.03428473854950112
2018,hungary,0.009180601713573076,0.06004851313914553,-0.0007335846470547609
2013,iceland,0.011893472328207436,-0.02345905427636447,0.057398115847010656
2014,iceland,0.011643119734945131,-0.03677273408391615,0.05072578997448306
2015,iceland,0.011660649892523198,-0.02038859648834837,0.05430487181348201
2016,iceland,0.011155561699267765,-0.03669946135961998,0.04325659929396888
2017,iceland,0.010876726773632668,-0.03081729075625507,0.04503034733434809
2018,iceland,0.010781291541074465,-0.02778137321646279,0.04247734817272452
2019,iceland,0.01115161431837561,-0.034736998158008195,0.03723949872086192
2020,iceland,0.011968720641394542,-0.03398664367291365,0.031889433588563304
2013,india,-0.012419147749760669,-0.05721572092951209,-0.03266361998712447
2014,india,-0.01411679537346988,-0.04985072097618461,-0.03193047146759967
2015,india,-0.016676720656447874,-0.07420022706319784,-0.031968671927400896
2016,india,-0.020633467887040725,-0.07185903884640017,-0.03189679096203147
2017,india,-0.0256682062686301,-0.06810338523204343,-0.03135483255829052
2018,india,-0.03020735253200062,-0.06209971731555304,-0.030708268104613325
2019,india,-0.029595863896937975,-0.06710896295826473,-0.031004150139606373
2020,india,-0.010949868716465623,-0.07063789348538213,-0.03224456729003447
2013,indonesia,-0.005078421543244593,0.014773798947917345,-0.025608495757564537
2014,indonesia,-0.006548425176034317,0.015097960693671366,-0.024722964411676634
2015,indonesia,-0.0070055755701881285,0.016560133635340566,-0.02500052653285232
2016,indonesia,-0.009650975034586914,0.01894662687846557,-0.025386402648979272
2017,indonesia,-0.011878873636328662,0.016084340297348954,-0.024179612002843836
2018,indonesia,-0.013261080840395425,0.02332695430693031,-0.021842414452243324
2019,indonesia,-0.009141836722371276,0.0150406256373169,-0.020705590500911673
2020,indonesia,0.000745321601749738,0.012912192131789716,-0.022464342353088952
2013,iraq,0.011878024319349284,-0.012469286205424389,0.0038724759385104237
2014,iraq,0.01177415198175522,-0.014672827397018433,0.0020427229061382455
2015,iraq,0.011758920735787189,-0.014435884393189704,0.0026197327708121034
2016,iraq,0.011638790320518518,-0.02079492307410151,0.010052243263652184
2017,iraq,0.011666164568167455,-0.014139890169231693,0.011529822681736475
2018,iraq,0.011091267608627779,-0.012747851803184652,0.013077662194219113
2019,iraq,0.010971618016175126,-0.018186460582786574,0.015455922805975323
2013,ireland,-0.00022280179983540237,0.007697280403233352,0.047125034526652905
2014,ireland,-0.0009324022703633257,0.003802343901864416,0.046615963147900945
2015,ireland,-0.0029553680319793505,0.0008399828005790805,0.04872340627720278
2016,ireland,-0.005171265594396911,0.006554127953424205,0.05247618228628462
2017,ireland,-0.007368376354010504,0.002511853411003578,0.049983524159808716
2018,ireland,-0.009000211795706411,0.0068424978385557955,0.04314355879765823
2019,ireland,-0.009551740103621153,0.004365456427688907,0.03897490944454856
2020,ireland,0.004309847276206999,0.009454579159485861,0.03493986366758671
2013,israel,0.009267884956620094,0.0037987099506395852,0.02212358015708486
2014,israel,0.009412918322943723,0.00738056780385575,0.018535492716314682
2015,israel,0.009190206401549364,0.005488104409096332,0.020291858563102547
2016,israel,0.00903008612841422,0.008586157085713463,0.01926114202397347
2017,israel,0.00858890259606332,0.008676659467848898,0.017957480762656054
2018,israel,0.008172913109634042,0.004628040611287396,0.013937733504021983
2019,israel,0.008360657866637995,0.013754278976954363,0.014624049892101266
2020,israel,0.009915662100329648,0.007690120655361779,0.010681627503135836
2013,italy,-0.003600608182726866,-0.05848189050352351,0.002556117854949018
2014,italy,-0.0038514144521014527,-0.050312387252968625,-0.00029887657652574707
2015,italy,-0.0033403098808597945,-0.06680686262755002,0.0007070169967599232
2016,italy,-0.00382738726770813,-0.051734757417679654,0.00019733007246281917
2017,italy,-0.004492898046490283,-0.06309559420527903,1.3114675392115639e-05
2018,italy,-0.005300838759552558,-0.05901114161913507,-0.00049118440039827
2019,italy,-0.005476840684646717,-0.0693110058749335,-0.0009948207477596446
2020,italy,0.0017770023979644409,-0.06155538743688866,-0.0054249201948610055
2013,jamaica,0.012271392143964242,-0.03391741519279842,-0.02730370467116031
2015,jamaica,0.012213386619212122,-0.03548375948562913,-0.028423852507419644
2016,jamaica,0.01213024115729763,-0.0409751357938732,-0.02714743391724546
2017,jamaica,0.011940963137736672,-0.054996787102920996,-0.027938958468703284
2018,jamaica,0.012184764376750288,-0.03393626597733009,-0.024427772912549814
2013,japan,-0.03962261874432446,0.013182223877450824,0.030086524591773803
2014,japan,-0.0408138356385832,0.006693495958004362,0.027276414103406095
2015,japan,-0.040071646092996335,0.010603962986807056,0.02499266838843898
2016,japan,-0.043501829831403216,0.014846784333958788,0.024905726639227427
2017,japan,-0.04645908891037048,0.00549899488410231,0.02415176806875397
2018,japan,-0.04504682925513434,0.005845903454971268,0.02198353702035977
2019,japan,-0.045218453495948226,0.010732172024500062,0.019834567545090068
2020,japan,-0.02891047125676139,0.0051362651368767045,0.016220468031120313
2013,jordan,0.011830822163497503,0.00834418551925299,-0.022525799855409857
2014,jordan,0.011869447273422207,0.011598481032669214,-0.023252623481620882
2015,jordan,0.01189565693329988,0.010366599086658896,-0.025309112077532073
2016,jordan,0.011944267711391423,0.013973818822072857,-0.02630628908917716
2017,jordan,0.011799098158550073,0.00513331312889063,-0.02575326972071608
2018,jordan,0.011852195793751774,0.012782601513374047,-0.02692923367311615
2019,jordan,0.011894150056039424,0.014958403181649592,-0.028217926564348163
2013,kazakhstan,0.011701092156494132,0.06369939703656624,0.09448113590029268
2014,kazakhstan,0.011686944568512466,0.06381418796054934,0.07116555074776834
2015,kazakhstan,0.011775832669332126,0.06364610481839308,0.05682928962499167
2016,kazakhstan,0.01191000601979755,0.06385190651171846,0.060013373113344405
2017,kazakhstan,0.011519556513702007,0.06367448013096581,0.0646760087779146
2018,kazakhstan,0.011669477399935672,0.06372378408126436,0.06435500678242553
2019,kazakhstan,0.011414850244198022,0.06369665250579255,0.05826604610831509
2020,kazakhstan,0.012122751164074746,0.06391106452495325,0.060102436886603175
2013,kenya,0.010632566336544837,-0.014149825834257765,-0.03732254792150031
2014,kenya,0.010655983123084876,-0.016634671284624702,-0.03724106892284579
2015,kenya,0.010694063681080536,-0.01402637449337563,-0.03717652513580103
2016,kenya,0.010539297047050932,-0.01813914279807559,-0.03651573677445845
2017,kenya,0.010340505440373324,-0.015202603818326877,-0.03721784841524358
2018,kenya,0.010022244990856069,-0.018067423022666562,-0.03714933851395165
2019,kenya,0.009888737224641899,-0.02797889305794107,-0.03618424459146804
2020,kenya,0.011663780765532839,-0.01668741640442394,-0.034890084585055034
2017,latvia,0.012237507175895336,0.007584978047056981,-0.006169589486815486
2018,latvia,0.012029836504987356,0.00027203285247203937,-0.0037295386894251282
2019,latvia,0.011875432867468604,0.0008429256698645151,-0.004097853566464907
2013,libya,0.01277375649005196,0.05106791404897376,0.052636016176030725
2014,libya,0.012924409674782252,0.052897199254260154,0.03934724325264405
2015,libya,0.013207714188438047,0.05211886127519669,0.02870295911765159
2016,libya,0.013239740702825709,0.05282978506459748,0.02366162090518253
2017,libya,0.013180480515788559,0.05077742155796062,0.03713394741983679
2018,libya,0.013125322611336032,0.05089432299409616,0.042428941759994676
2019,libya,0.013182133423617773,0.051817759100881294,0.04441041875342856
2019,lithuania,0.012255837512366398,-0.02997059300688341,0.008931103713694804
2020,lithuania,0.012352330286712584,-0.02753492049919652,0.008094568666197403
2013,malaysia,-0.000924148686714717,0.0008775783536166815,0.01605177593742819
2014,malaysia,-0.0014548213500841572,0.005981108262762314,0.018275308605232826
2015,malaysia,-0.001252714558500004,0.003059467823648798,0.017800920084421006
2016,malaysia,9.091935613936843e-05,0.006091553007854498,0.015813041126440462
2017,malaysia,-0.0013059916928025688,-0.0016670901929989796,0.012057594363388203
2018,malaysia,-0.0014076904906895021,0.0017031965320797897,0.014575102070496726
2019,malaysia,-0.0019039036566053744,0.0021309050582198523,0.013738314035467467
2020,malaysia,0.007143320567155086,-0.004519103028510633,0.012221881511825922
2013,mauritius,0.012212942166156619,0.0021132606725146963,-0.01983857677990895
2014,mauritius,0.01225513096073188,0.009685582594141179,-0.018738910115435804
2015,mauritius,0.012256241300385544,0.009441083669422177,-0.01850083215379224
2016,mauritius,0.012213584727241681,0.008781155918566826,-0.01788237830891343
2017,mauritius,0.012075999005434329,0.006123287863756651,-0.016564926132859183
2018,mauritius,0.012054593292102452,0.010101717042012346,-0.016518856482749807
2013,mexico,-0.0003619719762738115,0.05301073222331581,-0.007975340041629047
2014,mexico,-0.0010344082292706503,0.05486752945135202,-0.009106814450243935
2015,mexico,-0.0019422557123859438,0.054551666711908094,-0.0089425335705512
2016,mexico,-0.0028484227913267014,0.054122959892194934,-0.008727874839312914
2017,mexico,-0.004165984471759446,0.05433300412820807,-0.008748259420488786
2018,mexico,-0.005443779929066082,0.055697898625902784,-0.010413497794683035
2019,mexico,-0.006422001047067343,0.053509226829178656,-0.010153295724841962
2020,mexico,0.0014443797983554752,0.05265245293295179,-0.013524103007670362
2013,mongolia,0.012346124693304891,-0.032969136987321075,0.06701212983671427
2014,mongolia,0.012186499002626874,-0.0446958882633332,0.07222318697298846
2015,mongolia,0.012261873412610242,-0.04182617382089021,0.06482511826302785
2016,mongolia,0.012254252996744696,-0.04205269158982186,0.08065235130440669
2017,mongolia,0.012325376873910743,-0.03595643324530348,0.0941127567478628
